New iD,Active Majors,GPA UG Cum,Reporting Year,Term,Course Name,Current Status,Verif Grade,M89 Stu Recent Math Placement 
945971,,3.93,0,,MA-101,NC,,MATH.3
945971,,3.93,2014,14/FA,MA-115,N,A,MATH.3
945971,,3.93,2017,17/FA,MA-125,N,A,MATH.3
1137151,CS,3.47,0,,MA-050,NC,,MATH.4
1137151,CS,3.47,0,,MA-101,NC,,MATH.4
1137151,CS,3.47,0,,MA-109,NC,,MATH.4
1137151,CS,3.47,0,,MA-115,NC,,MATH.4
1137151,CS,3.47,2018,18/FA,MA-125,N,B+,MATH.4
1167053,,3.809,0,,MA-050,NC,,MATH.4
1167053,,3.809,0,,MA-101,NC,,MATH.4
1167053,,3.809,0,,MA-109,NC,,MATH.4
1167053,,3.809,0,,MA-115,NC,,MATH.4
1167053,,3.809,2018,19/SB,MA-125,N,A-,MATH.4
1178654,,2.644,0,,MA-050,NC,,MATH.3
1178654,,2.644,0,,MA-101,NC,,MATH.3
1178654,,2.644,2017,17/FA,MA-115,N,B,MATH.3
1178654,,2.644,2017,18/SP,MA-125,N,D-,MATH.3
912276,,3.589,0,,MA-050,NC,,MATH.4
912276,,3.589,0,,MA-101,NC,,MATH.4
912276,,3.589,0,,MA-109,NC,,MATH.4
912276,,3.589,0,,MA-115,NC,,MATH.4
912276,,3.589,2013,13/FA,MA-125,N,B,MATH.4
885293,,3.273,0,,MA-050,NC,,MATH.4
885293,,3.273,0,,MA-101,NC,,MATH.4
885293,,3.273,0,,MA-109,NC,,MATH.4
885293,,3.273,0,,MA-115,NC,,MATH.4
885293,,3.273,2012,12/FA,MA-125,N,C-,MATH.4
1284256,MA,3.418,0,,MA-050,NC,,MATH.3
1284256,MA,3.418,0,,MA-101,NC,,MATH.3
1284256,MA,3.418,2019,19/FA,MA-109,N,A,MATH.3
1284256,MA,3.418,2019,20/SP,MA-125,N,B+,MATH.3
1057664,,2.982,0,,MA-050,NC,,MATH.4
1057664,,2.982,0,,MA-101,NC,,MATH.4
1057664,,2.982,0,,MA-109,NC,,MATH.4
1057664,,2.982,0,,MA-115,NC,,MATH.4
1057664,,2.982,2016,17/SP,MA-105,N,A,MATH.4
1057664,,2.982,2017,18/SB,MA-125,N,A,MATH.4
784472,,3.258,2012,12/FA,MA-109,TR,T,
784472,,3.258,2012,12/FA,MA-125,N,C,
1304203,MA,3.9,0,,MA-050,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1304203,MA,3.9,0,,MA-101,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1304203,MA,3.9,0,,MA-109,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1304203,MA,3.9,0,,MA-115,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1304203,MA,3.9,2020,20/FA,MA-125,N,A,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
990290,,3.318,0,,MA-050,NC,,MATH.4
990290,,3.318,0,,MA-101,NC,,MATH.4
990290,,3.318,0,,MA-109,NC,,MATH.4
990290,,3.318,0,,MA-115,NC,,MATH.4
990290,,3.318,2015,15/FA,MA-125,N,B,MATH.4
1006295,,3.976,0,,MA-050,NC,,MATH.3
1006295,,3.976,0,,MA-101,PR,,MATH.3
1006295,,3.976,2015,15/FA,MA-101,TR,T,MATH.3
1006295,,3.976,2018,19/SB,MA-125,N,A,MATH.3
837508,,3.364,0,,MA-050,NC,,MATH.2
837508,,3.364,2011,11/FA,MA-101,N,A-,MATH.2
837508,,3.364,2011,12/SP,MA-109,N,B+,MATH.2
837508,,3.364,2012,12/FA,MA-125,A,B-,MATH.2
714464,,3.509,0,,MA-050,NC,,MATH.2
714464,,3.509,2008,08/FA,MA-105,N,B+,MATH.2
714464,,3.509,2011,11/FA,MA-125,N,C+,MATH.2
1131610,,3.907,0,,MA-050,NC,,MATH.4
1131610,,3.907,0,,MA-101,NC,,MATH.4
1131610,,3.907,0,,MA-109,NC,,MATH.4
1131610,,3.907,0,,MA-115,NC,,MATH.4
1131610,,3.907,2017,17/FA,MA-125,N,A,MATH.4
1106145,,2.692,2016,17/SP,MA-109,N,C,
1106145,,2.692,2016,17/SP,MA-101,TR,T,
1106145,,2.692,2017,17/FA,MA-125,N,C-,
1233625,CS,3.468,0,,MA-050,NC,,MATH.4
1233625,CS,3.468,0,,MA-101,NC,,MATH.4
1233625,CS,3.468,0,,MA-109,NC,,MATH.4
1233625,CS,3.468,0,,MA-115,NC,,MATH.4
1233625,CS,3.468,2018,18/FA,MA-125,N,C,MATH.4
982160,,3.566,0,,MA-050,NC,,MATH.4
982160,,3.566,0,,MA-101,NC,,MATH.4
982160,,3.566,0,,MA-109,NC,,MATH.4
982160,,3.566,0,,MA-115,NC,,MATH.4
982160,,3.566,2015,15/FA,MA-125,N,B+,MATH.4
1056634,,3.516,0,,MA-050,NC,,MATH.4
1056634,,3.516,0,,MA-101,NC,,MATH.4
1056634,,3.516,0,,MA-109,NC,,MATH.4
1056634,,3.516,0,,MA-115,NC,,MATH.4
1056634,,3.516,2015,15/FA,MA-125,N,B+,MATH.4
1305228,EDIS,3.686,0,,MA-050,NC,,MATH.4
1305228,EDIS,3.686,0,,MA-101,NC,,MATH.4
1305228,EDIS,3.686,0,,MA-109,NC,,MATH.4
1305228,EDIS,3.686,0,,MA-115,NC,,MATH.4
1305228,EDIS,3.686,2020,20/FA,MA-125,D,W,MATH.4
1030408,CS,2.914,0,,MA-050,NC,,MATH.3
1030408,CS,2.914,0,,MA-101,NC,,MATH.3
1030408,CS,2.914,2021,21/FA,MA-109,N,A-,MATH.3
1030408,CS,2.914,2021,22/SP,MA-125,N,,MATH.3
1089668,,2.299,0,,MA-050,NC,,MATH.3
1089668,,2.299,0,,MA-101,NC,,MATH.3
1089668,,2.299,2017,17/FA,MA-115,N,F,MATH.3
1089668,,2.299,2017,18/SP,MA-115,N,C+,MATH.3
1089668,,2.299,2018,18/FA,MA-125,N,D-,MATH.3
960491,,3.459,0,,MA-050,NC,,MATH.4
960491,,3.459,0,,MA-101,NC,,MATH.4
960491,,3.459,0,,MA-109,NC,,MATH.4
960491,,3.459,0,,MA-115,NC,,MATH.4
960491,,3.459,2014,14/FA,MA-125,N,B,MATH.4
803702,,2.777,2010,10/FA,MA-101,TR,T,
803702,,2.777,2010,10/FA,MA-109,N,B-,
803702,,2.777,2010,11/SP,MA-125,D,W,
803702,,2.777,2011,11/FA,MA-125,N,D-,
803702,,2.777,2011,12/SP,MA-125,N,C-,
908537,,3.489,0,,MA-050,NC,,MATH.4
908537,,3.489,0,,MA-101,NC,,MATH.4
908537,,3.489,0,,MA-109,NC,,MATH.4
908537,,3.489,0,,MA-115,NC,,MATH.4
908537,,3.489,2013,14/SB,MA-125,N,A,MATH.4
1250557,BUBF,2.866,0,,MA-050,NC,,MATH.4
1250557,BUBF,2.866,0,,MA-101,NC,,MATH.4
1250557,BUBF,2.866,0,,MA-109,NC,,MATH.4
1250557,BUBF,2.866,0,,MA-115,NC,,MATH.4
1250557,BUBF,2.866,2018,18/FA,MA-125,N,F,MATH.4
1250557,BUBF,2.866,2018,19/SB,MA-125,N,B+,MATH.4
807602,,2.856,0,,MA-050,NC,,MATH.4
807602,,2.856,0,,MA-101,NC,,MATH.4
807602,,2.856,0,,MA-109,NC,,MATH.4
807602,,2.856,0,,MA-115,NC,,MATH.4
807602,,2.856,2010,10/FA,MA-125,N,C,MATH.4
801305,,2.417,0,,MA-050,NC,,MATH.2
801305,,2.417,2010,10/FA,MA-115,N,C-,MATH.2
801305,,2.417,2011,11/FA,MA-109,N,B+,MATH.2
801305,,2.417,2011,12/SP,MA-125,N,C-,MATH.2
929053,,2.871,0,,MA-050,NC,,MATH.4
929053,,2.871,0,,MA-101,NC,,MATH.4
929053,,2.871,0,,MA-109,NC,,MATH.4
929053,,2.871,0,,MA-115,NC,,MATH.4
929053,,2.871,2014,14/FA,MA-125,N,C,MATH.4
798548,,2.5,0,,MA-050,NC,,MATH.3
798548,,2.5,0,,MA-101,NC,,MATH.3
798548,,2.5,2011,11/FA,MA-109,N,C,MATH.3
798548,,2.5,2011,12/SP,MA-125,D,W,MATH.3
824455,,3.493,2010,10/FA,MA-105,TR,T,
824455,,3.493,2010,10/FA,MA-125,N,A-,
813698,,2.772,0,,MA-050,NC,,MATH.4
813698,,2.772,0,,MA-101,NC,,MATH.4
813698,,2.772,0,,MA-109,NC,,MATH.4
813698,,2.772,0,,MA-115,NC,,MATH.4
813698,,2.772,2011,11/FA,MA-125,N,B+,MATH.4
927369,,3.299,0,,MA-050,NC,,MATH.4
927369,,3.299,0,,MA-101,NC,,MATH.4
927369,,3.299,0,,MA-109,NC,,MATH.4
927369,,3.299,0,,MA-115,NC,,MATH.4
927369,,3.299,2013,13/FA,MA-125,N,B+,MATH.4
1302851,CS,3.437,0,,MA-050,NC,,MATH.4
1302851,CS,3.437,0,,MA-101,NC,,MATH.4
1302851,CS,3.437,0,,MA-109,NC,,MATH.4
1302851,CS,3.437,0,,MA-115,NC,,MATH.4
1302851,CS,3.437,2020,20/FA,MA-125,N,B+,MATH.4
1285204,SE,3.095,0,,MA-050,NC,,MATH.3
1285204,SE,3.095,0,,MA-101,NC,,MATH.3
1285204,SE,3.095,2019,19/FA,MA-109,N,D,MATH.3
1285204,SE,3.095,2020,20/FA,MA-109,N,B+,MATH.3
1285204,SE,3.095,2020,21/SP,MA-125,N,F,MATH.3
1285204,SE,3.095,2020,21/SB,MA-125,N,B,MATH.3
747846,,3.26,2011,11/FA,MA-101,TR,T,
747846,,3.26,2011,11/FA,MA-125,N,B,
757167,,3.722,0,,MA-050,NC,,MATH.4
757167,,3.722,0,,MA-101,NC,,MATH.4
757167,,3.722,0,,MA-109,NC,,MATH.4
757167,,3.722,0,,MA-115,NC,,MATH.4
757167,,3.722,2010,10/FA,MA-125,N,B+,MATH.4
819911,,3.458,0,,MA-050,NC,,MATH.4
819911,,3.458,0,,MA-101,NC,,MATH.4
819911,,3.458,0,,MA-109,NC,,MATH.4
819911,,3.458,0,,MA-115,NC,,MATH.4
819911,,3.458,2011,11/FA,MA-125,N,C+,MATH.4
1167888,CE,3.019,0,,MA-050,NC,,MATH.2
1167888,CE,3.019,2018,18/FA,MA-101,N,A-,MATH.2
1167888,CE,3.019,2018,19/SP,MA-109,N,B+,MATH.2
1167888,CE,3.019,2019,19/FA,MA-125,N,C+,MATH.2
1000876,,3.887,0,,MA-050,NC,,MATH.4
1000876,,3.887,0,,MA-101,NC,,MATH.4
1000876,,3.887,0,,MA-109,NC,,MATH.4
1000876,,3.887,0,,MA-115,NC,,MATH.4
1000876,,3.887,2018,19/SB,MA-125,N,A,MATH.4
836749,,3.702,0,,MA-050,NC,,MATH.4
836749,,3.702,0,,MA-101,NC,,MATH.4
836749,,3.702,0,,MA-109,NC,,MATH.4
836749,,3.702,0,,MA-115,NC,,MATH.4
836749,,3.702,2012,12/FA,MA-125,N,B-,MATH.4
1290424,BUBF,3.397,0,,MA-050,NC,,MATH.4
1290424,BUBF,3.397,0,,MA-101,NC,,MATH.4
1290424,BUBF,3.397,0,,MA-109,NC,,MATH.4
1290424,BUBF,3.397,0,,MA-115,NC,,MATH.4
1290424,BUBF,3.397,2019,19/FA,MA-125,N,B+,MATH.4
1307034,CS,3.556,0,,MA-050,NC,,MATH.3
1307034,CS,3.556,0,,MA-101,NC,,MATH.3
1307034,CS,3.556,2020,21/SP,MA-109,N,A-,MATH.3
1307034,CS,3.556,2021,21/FA,MA-125,N,B-,MATH.3
941625,,2.65,0,,MA-050,NC,,MATH.2
941625,,2.65,2013,14/SP,MA-105,N,B,MATH.2
941625,,2.65,2014,14/FA,MA-109,N,C,MATH.2
941625,,2.65,2014,15/SP,MA-125,N,B,MATH.2
890577,,2.787,0,,MA-050,NC,,MATH.2
890577,,2.787,2012,12/FA,MA-101,N,C,MATH.2
890577,,2.787,2013,14/SP,MA-109,N,B-,MATH.2
890577,,2.787,2013,14/SB,MA-125,N,C,MATH.2
822305,,3.837,0,,MA-050,NC,,MATH.4
822305,,3.837,0,,MA-101,NC,,MATH.4
822305,,3.837,0,,MA-109,NC,,MATH.4
822305,,3.837,0,,MA-115,NC,,MATH.4
822305,,3.837,2011,11/FA,MA-125,N,A,MATH.4
1310907,MA,3.164,0,,MA-050,NC,,MATH.3
,EDE,,,,,,,
1310907,MA,3.164,0,,MA-101,NC,,MATH.3
,EDE,,,,,,,
1310907,MA,3.164,2020,20/FA,MA-105,N,B,MATH.3
,EDE,,,,,,,
1310907,MA,3.164,2021,21/FA,MA-125,N,B+,MATH.3
,EDE,,,,,,,
612309,,0,2013,13/FA,MA-125,N,A,
1021499,,2.942,0,,MA-050,NC,,MATH.4
1021499,,2.942,0,,MA-101,NC,,MATH.4
1021499,,2.942,0,,MA-109,NC,,MATH.4
1021499,,2.942,0,,MA-115,NC,,MATH.4
1021499,,2.942,2014,14/FA,MA-125,N,B+,MATH.4
1278124,HON,3.729,0,,MA-050,NC,,MATH.4
,HE,,,,,,,
1278124,HON,3.729,0,,MA-101,NC,,MATH.4
,HE,,,,,,,
1278124,HON,3.729,0,,MA-109,NC,,MATH.4
,HE,,,,,,,
1278124,HON,3.729,0,,MA-115,NC,,MATH.4
,HE,,,,,,,
1278124,HON,3.729,2019,19/FA,MA-125,N,A-,MATH.4
,HE,,,,,,,
969812,,3.31,0,,MA-050,NC,,MATH.4
969812,,3.31,0,,MA-101,PR,,MATH.4
969812,,3.31,0,,MA-109,NC,,MATH.4
969812,,3.31,0,,MA-115,NC,,MATH.4
969812,,3.31,2014,14/FA,MA-101,TR,T,MATH.4
969812,,3.31,2014,14/FA,MA-125,N,B,MATH.4
1118992,,3.348,0,,MA-050,NC,,MATH.4
1118992,,3.348,0,,MA-101,NC,,MATH.4
1118992,,3.348,0,,MA-109,NC,,MATH.4
1118992,,3.348,0,,MA-115,NC,,MATH.4
1118992,,3.348,2017,17/FA,MA-125,N,B,MATH.4
933674,,2.689,0,,MA-050,NC,,MATH.4
933674,,2.689,0,,MA-101,NC,,MATH.4
933674,,2.689,0,,MA-109,NC,,MATH.4
933674,,2.689,0,,MA-115,NC,,MATH.4
933674,,2.689,2014,14/FA,MA-125,N,D,MATH.4
933674,,2.689,2015,15/FA,MA-125,N,C,MATH.4
1276872,,3.673,2018,18/FA,MA-109,TR,T,
1276872,,3.673,2018,19/SP,MA-125,N,B,
799677,,3.855,0,,MA-050,NC,,MATH.4
799677,,3.855,0,,MA-101,NC,,MATH.4
799677,,3.855,0,,MA-109,NC,,MATH.4
799677,,3.855,0,,MA-115,NC,,MATH.4
799677,,3.855,2011,11/FA,MA-125,N,A,MATH.4
903023,,3.764,0,,MA-050,NC,,MATH.4
903023,,3.764,0,,MA-101,NC,,MATH.4
903023,,3.764,0,,MA-109,NC,,MATH.4
903023,,3.764,0,,MA-115,NC,,MATH.4
903023,,3.764,2013,13/FA,MA-125,N,B+,MATH.4
890982,,3.495,0,,MA-050,NC,,MATH.4
890982,,3.495,0,,MA-101,NC,,MATH.4
890982,,3.495,0,,MA-109,NC,,MATH.4
890982,,3.495,0,,MA-115,NC,,MATH.4
890982,,3.495,2013,13/FA,MA-125,N,C-,MATH.4
945239,,3.848,0,,MA-050,NC,,MATH.4
945239,,3.848,0,,MA-101,NC,,MATH.4
945239,,3.848,0,,MA-109,NC,,MATH.4
945239,,3.848,0,,MA-115,NC,,MATH.4
945239,,3.848,2014,14/FA,MA-125,N,B,MATH.4
777033,,1.721,2009,10/SP,MA-101,TR,T,
777033,,1.721,2009,10/SP,MA-125,N,F,
777033,,1.721,2010,10/FA,MA-125,W,W,
844455,,2.967,0,,MA-050,NC,,MATH.2
844455,,2.967,2011,11/FA,MA-101,N,B+,MATH.2
844455,,2.967,2012,13/SP,MA-109,N,B-,MATH.2
844455,,2.967,2013,13/FA,MA-125,N,B-,MATH.2
1257138,,3.598,0,,MA-050,NC,,MATH.4
1257138,,3.598,0,,MA-101,NC,,MATH.4
1257138,,3.598,0,,MA-109,NC,,MATH.4
1257138,,3.598,0,,MA-115,NC,,MATH.4
1257138,,3.598,2018,18/FA,MA-125,N,B-,MATH.4
912861,,3.584,0,,MA-050,NC,,MATH.4
912861,,3.584,0,,MA-101,NC,,MATH.4
912861,,3.584,0,,MA-109,NC,,MATH.4
912861,,3.584,0,,MA-115,NC,,MATH.4
912861,,3.584,2013,14/SP,MA-125,N,A-,MATH.4
1305469,CE,3.62,0,,MA-050,NC,,MATH.4
1305469,CE,3.62,0,,MA-101,NC,,MATH.4
1305469,CE,3.62,0,,MA-109,NC,,MATH.4
1305469,CE,3.62,0,,MA-115,NC,,MATH.4
1305469,CE,3.62,2020,20/FA,MA-125,N,A,MATH.4
846914,,2.958,2011,12/SP,MA-125,D,W,
846914,,2.958,2011,12/SP,MA-109,TR,T,
1233636,BUSBM,3.335,0,,MA-050,NC,,MATH.4
1233636,BUSBM,3.335,0,,MA-101,NC,,MATH.4
1233636,BUSBM,3.335,0,,MA-109,NC,,MATH.4
1233636,BUSBM,3.335,0,,MA-115,NC,,MATH.4
1233636,BUSBM,3.335,2019,19/FA,MA-125,N,C,MATH.4
1173398,,3.96,0,,MA-050,NC,,MATH.4
1173398,,3.96,0,,MA-101,NC,,MATH.4
1173398,,3.96,0,,MA-109,NC,,MATH.4
1173398,,3.96,0,,MA-115,NC,,MATH.4
1173398,,3.96,2017,17/FA,MA-125,N,A,MATH.4
1302559,SE,3.667,0,,MA-050,NC,,MATH.4
1302559,SE,3.667,0,,MA-101,NC,,MATH.4
1302559,SE,3.667,0,,MA-109,NC,,MATH.4
1302559,SE,3.667,0,,MA-115,NC,,MATH.4
1302559,SE,3.667,2020,21/SP,MA-125,N,B-,MATH.4
1285007,MU,3.196,0,,MA-050,NC,,MATH.4
,MA,,,,,,,
,HON,,,,,,,
1285007,MU,3.196,0,,MA-101,NC,,MATH.4
,MA,,,,,,,
,HON,,,,,,,
1285007,MU,3.196,0,,MA-109,NC,,MATH.4
,MA,,,,,,,
,HON,,,,,,,
1285007,MU,3.196,0,,MA-115,NC,,MATH.4
,MA,,,,,,,
,HON,,,,,,,
1285007,MU,3.196,2019,19/FA,MA-125,D,W,MATH.4
,MA,,,,,,,
,HON,,,,,,,
1285007,MU,3.196,2019,20/SP,MA-125,N,A-,MATH.4
,MA,,,,,,,
,HON,,,,,,,
807610,,3.12,0,,MA-050,NC,,MATH.4
807610,,3.12,0,,MA-101,NC,,MATH.4
807610,,3.12,0,,MA-109,NC,,MATH.4
807610,,3.12,0,,MA-115,NC,,MATH.4
807610,,3.12,2010,10/FA,MA-125,N,B,MATH.4
1026296,CS,3.891,0,,MA-050,NC,,MATH.4
1026296,CS,3.891,0,,MA-101,NC,,MATH.4
1026296,CS,3.891,0,,MA-109,NC,,MATH.4
1026296,CS,3.891,0,,MA-115,NC,,MATH.4
1026296,CS,3.891,2015,16/SP,MA-125,N,A-,MATH.4
1021974,,2.962,0,,MA-050,NC,,MATH.4
1021974,,2.962,0,,MA-101,NC,,MATH.4
1021974,,2.962,0,,MA-109,NC,,MATH.4
1021974,,2.962,0,,MA-115,NC,,MATH.4
1021974,,2.962,2015,15/FA,MA-125,W,,MATH.4
960497,,3.371,0,,MA-050,NC,,MATH.3
960497,,3.371,0,,MA-101,NC,,MATH.3
960497,,3.371,2014,14/FA,MA-109,N,B,MATH.3
960497,,3.371,2014,15/SP,MA-125,N,B+,MATH.3
901931,,3.505,0,,MA-050,NC,,MATH.4
901931,,3.505,0,,MA-101,NC,,MATH.4
901931,,3.505,0,,MA-109,NC,,MATH.4
901931,,3.505,0,,MA-115,NC,,MATH.4
901931,,3.505,2013,14/SP,MA-125,N,B+,MATH.4
1014742,,2.811,0,,MA-050,NC,,MATH.3
1014742,,2.811,0,,MA-101,NC,,MATH.3
1014742,,2.811,2014,14/FA,MA-109,N,C+,MATH.3
1014742,,2.811,2014,15/SP,MA-125,N,C-,MATH.3
1169225,CO,2.006,0,,MA-050,NC,,MATH.4
1169225,CO,2.006,0,,MA-101,NC,,MATH.4
1169225,CO,2.006,0,,MA-109,NC,,MATH.4
1169225,CO,2.006,0,,MA-115,NC,,MATH.4
1169225,CO,2.006,2018,18/FA,MA-125,N,B+,MATH.4
919526,,3.093,0,,MA-050,NC,,MATH.4
919526,,3.093,0,,MA-101,NC,,MATH.4
919526,,3.093,0,,MA-109,NC,,MATH.4
919526,,3.093,0,,MA-115,NC,,MATH.4
919526,,3.093,2014,14/FA,MA-125,N,C,MATH.4
804328,,2.968,0,,MA-050,NC,,MATH.3
804328,,2.968,0,,MA-050,NC,,MATH.3
804328,,2.968,0,,MA-101,NC,,MATH.3
804328,,2.968,2011,11/FA,MA-109,N,B,MATH.3
804328,,2.968,2011,12/SP,MA-125,N,B-,MATH.3
849583,,2.934,0,,MA-050,NC,,MATH.4
849583,,2.934,0,,MA-101,NC,,MATH.4
849583,,2.934,0,,MA-109,NC,,MATH.4
849583,,2.934,0,,MA-115,NC,,MATH.4
849583,,2.934,2011,11/FA,MA-125,N,B,MATH.4
800176,,3.195,0,,MA-050,NC,,MATH.3
800176,,3.195,0,,MA-101,NC,,MATH.3
800176,,3.195,2010,10/FA,MA-109,N,B,MATH.3
800176,,3.195,2010,11/SP,MA-125,N,B+,MATH.3
894062,,3.771,0,,MA-050,NC,,MATH.4
894062,,3.771,0,,MA-101,NC,,MATH.4
894062,,3.771,0,,MA-109,NC,,MATH.4
894062,,3.771,0,,MA-115,NC,,MATH.4
894062,,3.771,2012,13/SP,MA-125,N,A-,MATH.4
1142995,,0,0,,MA-050,NC,,MATH.4
1142995,,0,0,,MA-101,NC,,MATH.4
1142995,,0,0,,MA-109,NC,,MATH.4
1142995,,0,0,,MA-115,NC,,MATH.4
1142995,,0,2016,16/FA,MA-125,W,W,MATH.4
864076,,1.65,0,,MA-050,NC,,MATH.4
864076,,1.65,0,,MA-101,NC,,MATH.4
864076,,1.65,0,,MA-109,NC,,MATH.4
864076,,1.65,0,,MA-115,NC,,MATH.4
864076,,1.65,2011,11/FA,MA-125,D,W,MATH.4
864076,,1.65,2011,12/SP,MA-125,D,W,MATH.4
760440,,2.864,0,,MA-050,NC,,MATH.3
760440,,2.864,0,,MA-101,NC,,MATH.3
760440,,2.864,2009,10/SP,MA-109,N,B,MATH.3
760440,,2.864,2010,10/FA,MA-125,D,W,MATH.3
771736,,3.716,0,,MA-050,NC,,MATH.4
771736,,3.716,0,,MA-101,NC,,MATH.4
771736,,3.716,0,,MA-109,NC,,MATH.4
771736,,3.716,0,,MA-115,NC,,MATH.4
771736,,3.716,2010,11/SP,MA-125,N,B+,MATH.4
1106577,,3.487,0,,MA-050,NC,,MATH.4
1106577,,3.487,0,,MA-101,NC,,MATH.4
1106577,,3.487,0,,MA-109,NC,,MATH.4
1106577,,3.487,0,,MA-115,NC,,MATH.4
1106577,,3.487,2016,16/FA,MA-125,N,A-,MATH.4
1223963,MA,3.862,0,,MA-050,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1223963,MA,3.862,0,,MA-101,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1223963,MA,3.862,0,,MA-109,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1223963,MA,3.862,0,,MA-115,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1223963,MA,3.862,2018,18/FA,MA-125,N,B+,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1060365,,3.85,0,,MA-050,NC,,MATH.4
1060365,,3.85,0,,MA-101,NC,,MATH.4
1060365,,3.85,0,,MA-109,NC,,MATH.4
1060365,,3.85,0,,MA-115,NC,,MATH.4
1060365,,3.85,2015,15/FA,MA-125,N,A-,MATH.4
1049286,,3.725,0,,MA-050,NC,,MATH.4
1049286,,3.725,0,,MA-101,NC,,MATH.4
1049286,,3.725,0,,MA-109,NC,,MATH.4
1049286,,3.725,0,,MA-115,NC,,MATH.4
1049286,,3.725,2016,16/FA,MA-125,N,B,MATH.4
754819,,3.165,0,,MA-050,NC,,MATH.4
754819,,3.165,0,,MA-101,NC,,MATH.4
754819,,3.165,0,,MA-109,NC,,MATH.4
754819,,3.165,0,,MA-115,NC,,MATH.4
754819,,3.165,2010,10/FA,MA-125,N,B,MATH.4
1296066,HON,3.495,0,,MA-050,NC,,MATH.4
,MA,,,,,,,
1296066,HON,3.495,0,,MA-101,NC,,MATH.4
,MA,,,,,,,
1296066,HON,3.495,0,,MA-109,NC,,MATH.4
,MA,,,,,,,
1296066,HON,3.495,0,,MA-115,NC,,MATH.4
,MA,,,,,,,
1296066,HON,3.495,2020,20/FA,MA-125,N,A,MATH.4
,MA,,,,,,,
1308729,MA,3.604,0,,MA-050,NC,,MATH.3
,EDE,,,,,,,
,HON,,,,,,,
1308729,MA,3.604,0,,MA-101,NC,,MATH.3
,EDE,,,,,,,
,HON,,,,,,,
1308729,MA,3.604,2020,20/FA,MA-125,N,A-,MATH.3
,EDE,,,,,,,
,HON,,,,,,,
1304209,BUBF,2.884,0,,MA-050,NC,,MATH.4
1304209,BUBF,2.884,0,,MA-101,NC,,MATH.4
1304209,BUBF,2.884,0,,MA-109,NC,,MATH.4
1304209,BUBF,2.884,0,,MA-115,NC,,MATH.4
1304209,BUBF,2.884,2020,20/FA,MA-125,N,A,MATH.4
814400,,3.673,2010,10/FA,MA-101,TR,T,
814400,,3.673,2010,10/FA,MA-125,N,A,
814400,,3.673,2010,10/FA,MA-109,TR,T,
797979,,2.847,0,,MA-050,NC,,MATH.4
797979,,2.847,0,,MA-101,NC,,MATH.4
797979,,2.847,0,,MA-109,NC,,MATH.4
797979,,2.847,0,,MA-115,NC,,MATH.4
797979,,2.847,2010,10/FA,MA-125,N,C,MATH.4
680737,,3.005,2010,10/FA,MA-109,TR,T,
680737,,3.005,2010,10/FA,MA-101,TR,T,
680737,,3.005,2011,11/FA,MA-125,N,D,
789666,,3.461,0,,MA-050,NC,,MATH.4
789666,,3.461,0,,MA-101,NC,,MATH.4
789666,,3.461,0,,MA-109,NC,,MATH.4
789666,,3.461,0,,MA-115,NC,,MATH.4
789666,,3.461,2011,11/FA,MA-125,N,A,MATH.4
987704,,3.31,0,,MA-050,NC,,MATH.4
987704,,3.31,0,,MA-101,NC,,MATH.4
987704,,3.31,0,,MA-109,NC,,MATH.4
987704,,3.31,0,,MA-115,NC,,MATH.4
987704,,3.31,2014,14/FA,MA-125,A,A-,MATH.4
830430,,2.859,0,,MA-050,NC,,MATH.4
830430,,2.859,0,,MA-101,NC,,MATH.4
830430,,2.859,0,,MA-109,NC,,MATH.4
830430,,2.859,0,,MA-115,NC,,MATH.4
830430,,2.859,2012,12/FA,MA-125,N,C+,MATH.4
1306356,CE,3.414,0,,MA-050,NC,,MATH.4
1306356,CE,3.414,0,,MA-101,NC,,MATH.4
1306356,CE,3.414,0,,MA-109,NC,,MATH.4
1306356,CE,3.414,0,,MA-115,NC,,MATH.4
1306356,CE,3.414,2020,20/FA,MA-125,N,C+,MATH.4
1329968,CE,3.286,0,,MA-050,NC,,MATH.4
1329968,CE,3.286,0,,MA-101,NC,,MATH.4
1329968,CE,3.286,0,,MA-109,NC,,MATH.4
1329968,CE,3.286,0,,MA-115,NC,,MATH.4
1329968,CE,3.286,2021,21/FA,MA-125,N,B-,MATH.4
1258242,BUBF,2.405,0,,MA-050,NC,,MATH.4
1258242,BUBF,2.405,0,,MA-101,NC,,MATH.4
1258242,BUBF,2.405,0,,MA-050,NC,,MATH.4
1258242,BUBF,2.405,0,,MA-101,NC,,MATH.4
1258242,BUBF,2.405,0,,MA-109,NC,,MATH.4
1258242,BUBF,2.405,0,,MA-115,NC,,MATH.4
1258242,BUBF,2.405,2018,19/SP,MA-125,D,W,MATH.4
