New iD,Active Majors,GPA UG Cum,Reporting Year,Term,Course Name,Current Status,Verif Grade,M89 Stu Recent Math Placement 
931192,,3.154,0,,MA-115,NC,,MATH.4
931192,,3.154,2013,13/FA,MA-125,N,C-,MATH.4
1308365,,2.878,0,,MA-050,NC,,MATH.4
1308365,,2.878,0,,MA-101,NC,,MATH.4
1308365,,2.878,0,,MA-109,NC,,MATH.4
1308365,,2.878,0,,MA-115,NC,,MATH.4
1308365,,2.878,2020,20/FA,MA-125,D,W,MATH.4
825596,,3.503,0,,MA-050,NC,,MATH.4
825596,,3.503,0,,MA-101,NC,,MATH.4
825596,,3.503,0,,MA-109,NC,,MATH.4
825596,,3.503,0,,MA-115,NC,,MATH.4
825596,,3.503,2011,11/FA,MA-125,N,B+,MATH.4
954765,,3.774,0,,MA-050,NC,,MATH.4
954765,,3.774,0,,MA-101,NC,,MATH.4
954765,,3.774,0,,MA-109,NC,,MATH.4
954765,,3.774,0,,MA-115,NC,,MATH.4
954765,,3.774,2013,13/FA,MA-125,N,A-,MATH.4
807118,,2.308,0,,MA-050,NC,,MATH.3
807118,,2.308,0,,MA-101,NC,,MATH.3
807118,,2.308,2010,10/FA,MA-109,N,C,MATH.3
807118,,2.308,2011,11/FA,MA-125,W,W,MATH.3
1302512,BY,3.685,0,,MA-050,NC,,MATH.4
,HON,,,,,,,
1302512,BY,3.685,0,,MA-101,NC,,MATH.4
,HON,,,,,,,
1302512,BY,3.685,0,,MA-109,NC,,MATH.4
,HON,,,,,,,
1302512,BY,3.685,0,,MA-115,NC,,MATH.4
,HON,,,,,,,
1302512,BY,3.685,2020,20/FA,MA-125,N,B,MATH.4
,HON,,,,,,,
1044570,,2.908,0,,MA-050,NC,,MATH.3
1044570,,2.908,0,,MA-101,NC,,MATH.3
1044570,,2.908,2015,15/FA,MA-109,N,C,MATH.3
1044570,,2.908,2016,16/FA,MA-125,N,C+,MATH.3
898841,,3.743,0,,MA-050,NC,,MATH.4
898841,,3.743,0,,MA-101,NC,,MATH.4
898841,,3.743,0,,MA-109,NC,,MATH.4
898841,,3.743,0,,MA-115,NC,,MATH.4
898841,,3.743,2013,13/FA,MA-125,N,A,MATH.4
1293728,,3.041,0,,MA-050,NC,,MATH.4
1293728,,3.041,0,,MA-101,NC,,MATH.4
1293728,,3.041,0,,MA-109,NC,,MATH.4
1293728,,3.041,0,,MA-115,NC,,MATH.4
1293728,,3.041,2019,19/FA,MA-109,N,B,MATH.4
1293728,,3.041,2019,20/SP,MA-125,D,W,MATH.4
1293728,,3.041,2020,20/FA,MA-125,N,P,MATH.4
1296527,CO,2.373,0,,MA-050,NC,,MATH.2
1296527,CO,2.373,2019,19/FA,MA-101,N,C-,MATH.2
1296527,CO,2.373,2019,20/SP,MA-109,N,B+,MATH.2
1296527,CO,2.373,2020,20/FA,MA-125,D,W,MATH.2
1164202,,3.787,0,,MA-050,NC,,MATH.4
1164202,,3.787,0,,MA-101,NC,,MATH.4
1164202,,3.787,0,,MA-109,NC,,MATH.4
1164202,,3.787,0,,MA-115,NC,,MATH.4
1164202,,3.787,2017,17/FA,MA-125,N,A,MATH.4
1167407,BU,3.536,0,,MA-050,NC,,MATH.4
1167407,BU,3.536,0,,MA-101,NC,,MATH.4
1167407,BU,3.536,0,,MA-109,NC,,MATH.4
1167407,BU,3.536,0,,MA-115,NC,,MATH.4
1167407,BU,3.536,2017,17/FA,MA-125,N,A,MATH.4
1242006,CS,3.179,0,,MA-050,NC,,MATH.4
1242006,CS,3.179,0,,MA-101,NC,,MATH.4
1242006,CS,3.179,0,,MA-109,NC,,MATH.4
1242006,CS,3.179,0,,MA-115,NC,,MATH.4
1242006,CS,3.179,2018,18/FA,MA-125,N,C,MATH.4
933246,,3.405,0,,MA-050,NC,,MATH.3
933246,,3.405,0,,MA-101,NC,,MATH.3
933246,,3.405,2013,13/FA,MA-115,N,A,MATH.3
933246,,3.405,2015,15/FA,MA-125,N,B+,MATH.3
1313642,SE,2.968,0,,MA-050,NC,,MATH.4
1313642,SE,2.968,0,,MA-101,NC,,MATH.4
1313642,SE,2.968,0,,MA-109,NC,,MATH.4
1313642,SE,2.968,0,,MA-115,NC,,MATH.4
1313642,SE,2.968,2020,21/SP,MA-125,N,B,MATH.4
1305961,CS,3.783,0,,MA-050,NC,,MATH.4
1305961,CS,3.783,0,,MA-101,NC,,MATH.4
1305961,CS,3.783,0,,MA-109,NC,,MATH.4
1305961,CS,3.783,0,,MA-115,NC,,MATH.4
1305961,CS,3.783,2020,21/SP,MA-125,N,B,MATH.4
1329933,MA,2.694,0,,MA-050,NC,,MATH.4
,EDS,,,,,,,
1329933,MA,2.694,0,,MA-101,NC,,MATH.4
,EDS,,,,,,,
1329933,MA,2.694,0,,MA-109,NC,,MATH.4
,EDS,,,,,,,
1329933,MA,2.694,0,,MA-115,NC,,MATH.4
,EDS,,,,,,,
1329933,MA,2.694,2021,21/FA,MA-125,N,B+,MATH.4
,EDS,,,,,,,
1183499,CE,2.105,0,,MA-050,NC,,MATH.3
1183499,CE,2.105,0,,MA-101,NC,,MATH.3
1183499,CE,2.105,2019,19/FA,MA-115,N,C,MATH.3
1183499,CE,2.105,2021,22/SP,MA-125,C,,MATH.3
1183499,CE,2.105,2021,22/SP,MA-125,N,,MATH.3
1220339,CO,3.267,0,,MA-050,NC,,MATH.3
1220339,CO,3.267,0,,MA-101,NC,,MATH.3
1220339,CO,3.267,2018,18/FA,MA-109,N,A,MATH.3
1220339,CO,3.267,2019,20/SP,MA-125,N,B,MATH.3
1010942,,3.973,0,,MA-050,NC,,MATH.4
1010942,,3.973,0,,MA-101,NC,,MATH.4
1010942,,3.973,0,,MA-109,NC,,MATH.4
1010942,,3.973,0,,MA-115,NC,,MATH.4
1010942,,3.973,2015,15/FA,MA-125,N,A,MATH.4
997695,,3.555,0,,MA-050,NC,,MATH.4
997695,,3.555,0,,MA-101,NC,,MATH.4
997695,,3.555,0,,MA-050,NC,,MATH.4
997695,,3.555,0,,MA-101,NC,,MATH.4
997695,,3.555,0,,MA-109,NC,,MATH.4
997695,,3.555,0,,MA-115,NC,,MATH.4
997695,,3.555,2015,16/SP,MA-125,N,C+,MATH.4
1009971,,3.542,0,,MA-050,NC,,MATH.4
1009971,,3.542,0,,MA-050,NC,,MATH.4
1009971,,3.542,0,,MA-101,NC,,MATH.4
1009971,,3.542,0,,MA-109,NC,,MATH.4
1009971,,3.542,0,,MA-115,NC,,MATH.4
1009971,,3.542,2015,15/FA,MA-125,N,A-,MATH.4
810303,,3.244,0,,MA-050,NC,,MATH.4
810303,,3.244,0,,MA-101,NC,,MATH.4
810303,,3.244,0,,MA-050,NC,,MATH.4
810303,,3.244,0,,MA-101,NC,,MATH.4
810303,,3.244,0,,MA-109,NC,,MATH.4
810303,,3.244,0,,MA-115,NC,,MATH.4
810303,,3.244,2010,10/FA,MA-125,N,B-,MATH.4
778159,,3.914,2014,14/FA,MA-125,N,A,
1129403,,3.778,0,,MA-050,NC,,MATH.4
1129403,,3.778,0,,MA-101,NC,,MATH.4
1129403,,3.778,0,,MA-109,NC,,MATH.4
1129403,,3.778,0,,MA-115,NC,,MATH.4
1129403,,3.778,2016,16/FA,MA-125,N,A,MATH.4
856108,,2.651,0,,MA-050,NC,,MATH.3
856108,,2.651,0,,MA-101,NC,,MATH.3
856108,,2.651,2011,11/FA,MA-115,N,B+,MATH.3
856108,,2.651,2011,12/SP,MA-109,N,A,MATH.3
856108,,2.651,2012,12/FA,MA-125,N,B-,MATH.3
849426,,3.156,0,,MA-050,NC,,MATH.3
849426,,3.156,0,,MA-101,NC,,MATH.3
849426,,3.156,2012,12/FA,MA-125,N,B,MATH.3
1320085,BUBK,3.656,0,,MA-050,NC,,MATH.4
1320085,BUBK,3.656,0,,MA-101,NC,,MATH.4
1320085,BUBK,3.656,0,,MA-109,NC,,MATH.4
1320085,BUBK,3.656,0,,MA-115,NC,,MATH.4
1320085,BUBK,3.656,2020,21/SP,MA-125,N,C+,MATH.4
787139,,3.243,0,,MA-050,NC,,MATH.4
787139,,3.243,0,,MA-101,NC,,MATH.4
787139,,3.243,0,,MA-109,NC,,MATH.4
787139,,3.243,0,,MA-115,NC,,MATH.4
787139,,3.243,2010,10/FA,MA-125,N,B,MATH.4
1236602,HE,3.5,0,,MA-050,NC,,MATH.4
1236602,HE,3.5,0,,MA-101,NC,,MATH.4
1236602,HE,3.5,0,,MA-109,NC,,MATH.4
1236602,HE,3.5,0,,MA-115,NC,,MATH.4
1236602,HE,3.5,2020,20/FA,MA-125,D,W,MATH.4
963551,,2.963,0,,MA-050,NC,,MATH.3
963551,,2.963,0,,MA-101,NC,,MATH.3
963551,,2.963,2014,15/SP,MA-109,N,A-,MATH.3
963551,,2.963,2015,15/FA,MA-125,N,D+,MATH.3
963551,,2.963,2016,16/FA,MA-125,N,C+,MATH.3
1321300,CS,3.268,0,,MA-050,NC,,MATH.4
1321300,CS,3.268,0,,MA-101,NC,,MATH.4
1321300,CS,3.268,0,,MA-109,NC,,MATH.4
1321300,CS,3.268,0,,MA-115,NC,,MATH.4
1321300,CS,3.268,2021,21/FA,MA-125,N,B,MATH.4
766036,,3.447,0,,MA-050,NC,,MATH.3
766036,,3.447,0,,MA-101,NC,,MATH.3
766036,,3.447,2009,09/FA,MA-105,A,A,MATH.3
766036,,3.447,2010,11/SP,MA-109,N,A,MATH.3
766036,,3.447,2011,11/FA,MA-125,N,A-,MATH.3
832920,,3.03,0,,MA-050,NC,,MATH.4
832920,,3.03,0,,MA-101,NC,,MATH.4
832920,,3.03,0,,MA-109,NC,,MATH.4
832920,,3.03,0,,MA-115,NC,,MATH.4
832920,,3.03,2013,13/FA,MA-125,N,B,MATH.4
1268022,MA,3.7,0,,MA-050,NC,,MATH.2
1268022,MA,3.7,2021,21/FA,MA-109,N,A,MATH.2
1268022,MA,3.7,2021,22/SP,MA-125,N,,MATH.2
949631,,3.113,0,,MA-050,NC,,MATH.4
949631,,3.113,0,,MA-101,NC,,MATH.4
949631,,3.113,0,,MA-109,NC,,MATH.4
949631,,3.113,0,,MA-115,NC,,MATH.4
949631,,3.113,2014,14/FA,MA-125,N,C-,MATH.4
757361,,2.989,0,,MA-050,NC,,MATH.2
757361,,2.989,2009,09/FA,MA-105,N,A,MATH.2
757361,,2.989,2010,10/FA,MA-109,N,A-,MATH.2
757361,,2.989,2010,11/SP,MA-125,N,A,MATH.2
1270054,,2.3,2017,18/SB,MA-125,N,C+,
850300,,2.795,0,,MA-050,NC,,MATH.3
850300,,2.795,0,,MA-101,NC,,MATH.3
850300,,2.795,2011,11/FA,MA-109,N,C,MATH.3
850300,,2.795,2012,12/FA,MA-125,N,F,MATH.3
850300,,2.795,2013,13/FA,MA-125,N,B-,MATH.3
817089,,3.502,0,,MA-050,NC,,MATH.4
817089,,3.502,0,,MA-101,NC,,MATH.4
817089,,3.502,0,,MA-109,NC,,MATH.4
817089,,3.502,0,,MA-115,NC,,MATH.4
817089,,3.502,2011,11/FA,MA-125,N,B,MATH.4
1298856,CS,2.899,0,,MA-050,NC,,MATH.3
1298856,CS,2.899,0,,MA-101,NC,,MATH.3
1298856,CS,2.899,2019,19/FA,MA-109,N,C+,MATH.3
1298856,CS,2.899,2019,20/SB,MA-125,N,P,MATH.3
973519,,3.863,0,,MA-050,NC,,MATH.2
973519,,3.863,2014,14/FA,MA-109,N,A,MATH.2
973519,,3.863,2014,15/SP,MA-125,N,A,MATH.2
1130575,,3.589,0,,MA-050,NC,,MATH.3
1130575,,3.589,0,,MA-101,NC,,MATH.3
1130575,,3.589,2016,16/FA,MA-109,TR,T,MATH.3
1130575,,3.589,2016,17/SP,MA-125,N,B,MATH.3
1004312,,3.184,0,,MA-050,NC,,MATH.4
1004312,,3.184,0,,MA-101,NC,,MATH.4
1004312,,3.184,0,,MA-109,NC,,MATH.4
1004312,,3.184,0,,MA-115,NC,,MATH.4
1004312,,3.184,2015,15/FA,MA-125,N,C+,MATH.4
817729,,3.05,0,,MA-050,NC,,MATH.4
817729,,3.05,0,,MA-101,NC,,MATH.4
817729,,3.05,0,,MA-109,NC,,MATH.4
817729,,3.05,0,,MA-115,NC,,MATH.4
817729,,3.05,2011,11/FA,MA-125,N,A,MATH.4
879003,,2.846,0,,MA-050,NC,,MATH.4
879003,,2.846,0,,MA-101,NC,,MATH.4
879003,,2.846,0,,MA-109,NC,,MATH.4
879003,,2.846,0,,MA-115,NC,,MATH.4
879003,,2.846,2012,12/FA,MA-125,N,B-,MATH.4
925121,,3.807,0,,MA-050,NC,,MATH.4
925121,,3.807,0,,MA-101,NC,,MATH.4
925121,,3.807,0,,MA-109,NC,,MATH.4
925121,,3.807,0,,MA-115,NC,,MATH.4
925121,,3.807,2013,13/FA,MA-125,N,B+,MATH.4
1182234,,3.86,0,,MA-050,NC,,MATH.4
1182234,,3.86,0,,MA-101,NC,,MATH.4
1182234,,3.86,0,,MA-109,NC,,MATH.4
1182234,,3.86,0,,MA-115,NC,,MATH.4
1182234,,3.86,2017,17/FA,MA-125,N,B+,MATH.4
1071524,,3.208,0,,MA-050,NC,,MATH.4
1071524,,3.208,0,,MA-050,NC,,MATH.4
1071524,,3.208,0,,MA-101,NC,,MATH.4
1071524,,3.208,0,,MA-109,NC,,MATH.4
1071524,,3.208,0,,MA-115,NC,,MATH.4
1071524,,3.208,2015,15/FA,MA-125,N,C,MATH.4
1212434,,3.193,0,,MA-050,NC,,MATH.3
1212434,,3.193,0,,MA-101,NC,,MATH.3
1212434,,3.193,2018,18/FA,MA-109,N,A-,MATH.3
1212434,,3.193,2019,19/FA,MA-125,N,C+,MATH.3
1167819,,3.648,0,,MA-050,NC,,MATH.4
1167819,,3.648,0,,MA-101,NC,,MATH.4
1167819,,3.648,0,,MA-109,NC,,MATH.4
1167819,,3.648,0,,MA-115,NC,,MATH.4
1167819,,3.648,2018,18/FA,MA-125,A,A,MATH.4
887749,,3.696,0,,MA-050,NC,,MATH.4
887749,,3.696,0,,MA-101,NC,,MATH.4
887749,,3.696,0,,MA-109,NC,,MATH.4
887749,,3.696,0,,MA-115,NC,,MATH.4
887749,,3.696,2012,12/FA,MA-125,N,A,MATH.4
1107021,,2.781,0,,MA-050,NC,,MATH.2
1107021,,2.781,2016,16/FA,MA-109,N,C+,MATH.2
1107021,,2.781,2016,17/SP,MA-125,N,C-,MATH.2
1047223,DS,3.544,0,,MA-050,NC,,MATH.4
1047223,DS,3.544,0,,MA-101,NC,,MATH.4
1047223,DS,3.544,0,,MA-109,NC,,MATH.4
1047223,DS,3.544,0,,MA-115,NC,,MATH.4
1047223,DS,3.544,2015,16/SP,MA-125,N,B+,MATH.4
1315521,CS,3.933,0,,MA-050,NC,,MATH.4
1315521,CS,3.933,0,,MA-101,NC,,MATH.4
1315521,CS,3.933,0,,MA-109,NC,,MATH.4
1315521,CS,3.933,0,,MA-115,NC,,MATH.4
1315521,CS,3.933,2020,20/FA,MA-125,N,A,MATH.4
838876,,3.963,0,,MA-050,NC,,MATH.4
838876,,3.963,0,,MA-101,NC,,MATH.4
838876,,3.963,0,,MA-109,NC,,MATH.4
838876,,3.963,0,,MA-115,NC,,MATH.4
838876,,3.963,2011,11/FA,MA-125,N,A,MATH.4
948355,,3.906,0,,MA-050,NC,,MATH.4
948355,,3.906,0,,MA-101,NC,,MATH.4
948355,,3.906,0,,MA-109,NC,,MATH.4
948355,,3.906,0,,MA-115,NC,,MATH.4
948355,,3.906,2014,15/SP,MA-125,N,A,MATH.4
849279,,2.976,0,,MA-050,NC,,MATH.4
849279,,2.976,0,,MA-101,NC,,MATH.4
849279,,2.976,0,,MA-109,NC,,MATH.4
849279,,2.976,0,,MA-115,NC,,MATH.4
849279,,2.976,2014,14/FA,MA-125,N,C-,MATH.4
849279,,2.976,2016,16/FA,MA-101,TR,T,MATH.4
1078204,,3.681,0,,MA-050,NC,,MATH.4
1078204,,3.681,0,,MA-101,NC,,MATH.4
1078204,,3.681,0,,MA-109,NC,,MATH.4
1078204,,3.681,0,,MA-115,NC,,MATH.4
1078204,,3.681,2015,16/SP,MA-125,N,A-,MATH.4
1175919,,3.917,0,,MA-050,NC,,MATH.4
1175919,,3.917,0,,MA-101,NC,,MATH.4
1175919,,3.917,0,,MA-109,NC,,MATH.4
1175919,,3.917,0,,MA-115,NC,,MATH.4
1175919,,3.917,2016,17/SB,MA-125,N,A-,MATH.4
1171709,,2.979,0,,MA-050,NC,,MATH.4
1171709,,2.979,0,,MA-101,NC,,MATH.4
1171709,,2.979,0,,MA-109,NC,,MATH.4
1171709,,2.979,0,,MA-115,NC,,MATH.4
1171709,,2.979,2017,17/FA,MA-125,D,W,MATH.4
1171709,,2.979,2017,18/SP,MA-125,N,C-,MATH.4
756557,,2.844,0,,MA-050,NC,,MATH.2
756557,,2.844,2009,09/FA,MA-101,N,B,MATH.2
756557,,2.844,2009,10/SP,MA-109,N,B,MATH.2
756557,,2.844,2010,10/FA,MA-125,N,C-,MATH.2
989610,,3.668,0,,MA-050,NC,,MATH.4
989610,,3.668,0,,MA-101,NC,,MATH.4
989610,,3.668,0,,MA-109,NC,,MATH.4
989610,,3.668,0,,MA-115,NC,,MATH.4
989610,,3.668,2014,15/SP,MA-125,N,A,MATH.4
1057982,,2.792,0,,MA-050,NC,,MATH.4
1057982,,2.792,0,,MA-101,NC,,MATH.4
1057982,,2.792,0,,MA-109,NC,,MATH.4
1057982,,2.792,0,,MA-115,NC,,MATH.4
1057982,,2.792,2016,17/SP,MA-125,N,F,MATH.4
1305793,EY,3.723,0,,MA-050,NC,,MATH.3
1305793,EY,3.723,0,,MA-101,PR,,MATH.3
1305793,EY,3.723,2020,20/FA,MA-109,N,A-,MATH.3
1305793,EY,3.723,2020,21/SP,MA-125,D,W,MATH.3
1305793,EY,3.723,2020,20/FA,MA-101,TR,T,MATH.3
1291523,,3.456,0,,MA-050,NC,,MATH.4
1291523,,3.456,0,,MA-101,NC,,MATH.4
1291523,,3.456,0,,MA-109,NC,,MATH.4
1291523,,3.456,0,,MA-115,NC,,MATH.4
1291523,,3.456,2019,20/SP,MA-125,N,P,MATH.4
753705,,3.415,0,,MA-050,NC,,MATH.4
753705,,3.415,0,,MA-101,NC,,MATH.4
753705,,3.415,0,,MA-109,NC,,MATH.4
753705,,3.415,0,,MA-115,NC,,MATH.4
753705,,3.415,2010,10/FA,MA-125,N,B+,MATH.4
1173335,CS,3.525,0,,MA-050,NC,,MATH.4
1173335,CS,3.525,0,,MA-101,NC,,MATH.4
1173335,CS,3.525,0,,MA-109,NC,,MATH.4
1173335,CS,3.525,0,,MA-115,NC,,MATH.4
1173335,CS,3.525,2018,18/FA,MA-125,D,W,MATH.4
1173335,CS,3.525,2018,19/SP,MA-125,N,C-,MATH.4
797191,,3.894,0,,MA-050,NC,,MATH.4
797191,,3.894,0,,MA-101,NC,,MATH.4
797191,,3.894,0,,MA-109,NC,,MATH.4
797191,,3.894,0,,MA-115,NC,,MATH.4
797191,,3.894,2010,10/FA,MA-125,N,B+,MATH.4
769855,,3.6,0,,MA-050,NC,,MATH.3
769855,,3.6,0,,MA-101,NC,,MATH.3
769855,,3.6,2009,09/FA,MA-115,N,B+,MATH.3
769855,,3.6,2011,11/FA,MA-125,N,B+,MATH.3
811511,,3.723,0,,MA-050,NC,,MATH.4
811511,,3.723,0,,MA-101,NC,,MATH.4
811511,,3.723,0,,MA-109,NC,,MATH.4
811511,,3.723,0,,MA-115,NC,,MATH.4
811511,,3.723,2010,10/FA,MA-125,D,W,MATH.4
811511,,3.723,2010,11/SP,MA-109,N,A,MATH.4
1176398,,3.416,0,,MA-050,NC,,MATH.3
1176398,,3.416,0,,MA-101,NC,,MATH.3
1176398,,3.416,2017,17/FA,MA-109,N,A,MATH.3
1176398,,3.416,2017,18/SP,MA-125,N,B+,MATH.3
1166394,,3.698,0,,MA-050,NC,,MATH.4
1166394,,3.698,0,,MA-101,NC,,MATH.4
1166394,,3.698,0,,MA-109,NC,,MATH.4
1166394,,3.698,0,,MA-115,NC,,MATH.4
1166394,,3.698,2017,17/FA,MA-125,N,B+,MATH.4
995626,,3.481,0,,MA-050,NC,,MATH.4
995626,,3.481,0,,MA-101,NC,,MATH.4
995626,,3.481,0,,MA-109,NC,,MATH.4
995626,,3.481,0,,MA-115,NC,,MATH.4
995626,,3.481,2014,14/FA,MA-125,N,C+,MATH.4
857962,,3.664,0,,MA-050,NC,,MATH.4
857962,,3.664,0,,MA-101,NC,,MATH.4
857962,,3.664,0,,MA-109,NC,,MATH.4
857962,,3.664,0,,MA-115,NC,,MATH.4
857962,,3.664,2011,11/FA,MA-105,TR,T,MATH.4
857962,,3.664,2011,11/FA,MA-125,N,A,MATH.4
764197,,2.956,0,,MA-050,NC,,MATH.4
764197,,2.956,0,,MA-101,NC,,MATH.4
764197,,2.956,0,,MA-109,NC,,MATH.4
764197,,2.956,0,,MA-115,NC,,MATH.4
764197,,2.956,2010,11/SP,MA-125,N,D,MATH.4
822796,,3.114,0,,MA-050,NC,,MATH.4
822796,,3.114,0,,MA-101,NC,,MATH.4
822796,,3.114,0,,MA-109,NC,,MATH.4
822796,,3.114,0,,MA-115,NC,,MATH.4
822796,,3.114,2011,11/FA,MA-125,N,C+,MATH.4
1174812,,3.797,0,,MA-050,NC,,MATH.4
1174812,,3.797,0,,MA-101,NC,,MATH.4
1174812,,3.797,0,,MA-109,NC,,MATH.4
1174812,,3.797,0,,MA-115,NC,,MATH.4
1174812,,3.797,2017,17/FA,MA-125,A,A,MATH.4
1204406,,3.1,0,,MA-050,NC,,MATH.3
1204406,,3.1,0,,MA-101,PR,,MATH.3
1204406,,3.1,2018,18/FA,MA-101,TR,T,MATH.3
1204406,,3.1,2018,18/FA,MA-115,C,,MATH.3
1204406,,3.1,2018,18/FA,MA-115,N,B+,MATH.3
1204406,,3.1,2020,20/FA,MA-125,N,B+,MATH.3
844880,,3.565,0,,MA-050,NC,,MATH.4
844880,,3.565,0,,MA-101,NC,,MATH.4
844880,,3.565,0,,MA-109,NC,,MATH.4
844880,,3.565,0,,MA-115,NC,,MATH.4
844880,,3.565,2012,12/FA,MA-125,N,C,MATH.4
1225245,CS,3.286,0,,MA-050,NC,,MATH.4
1225245,CS,3.286,0,,MA-101,NC,,MATH.4
1225245,CS,3.286,0,,MA-109,NC,,MATH.4
1225245,CS,3.286,0,,MA-115,NC,,MATH.4
1225245,CS,3.286,2018,19/SP,MA-109,N,A-,MATH.4
1225245,CS,3.286,2019,19/FA,MA-125,N,C-,MATH.4
1305932,CE,3.913,0,,MA-050,NC,,MATH.4
,HON,,,,,,,
1305932,CE,3.913,0,,MA-101,NC,,MATH.4
,HON,,,,,,,
1305932,CE,3.913,0,,MA-109,NC,,MATH.4
,HON,,,,,,,
1305932,CE,3.913,0,,MA-115,NC,,MATH.4
,HON,,,,,,,
1305932,CE,3.913,2020,20/FA,MA-125,N,A,MATH.4
,HON,,,,,,,
947700,,3.353,0,,MA-050,NC,,MATH.4
947700,,3.353,0,,MA-101,NC,,MATH.4
947700,,3.353,0,,MA-109,NC,,MATH.4
947700,,3.353,0,,MA-115,NC,,MATH.4
947700,,3.353,2013,13/FA,MA-125,N,B-,MATH.4
1307967,CE,3.716,0,,MA-050,NC,,MATH.3
1307967,CE,3.716,0,,MA-101,NC,,MATH.3
1307967,CE,3.716,2020,20/FA,MA-115,N,B,MATH.3
1307967,CE,3.716,2020,21/SP,MA-125,N,P,MATH.3
1307967,CE,3.716,2020,21/SB,MA-125,N,B+,MATH.3
804564,,3.184,0,,MA-050,NC,,MATH.3
804564,,3.184,0,,MA-101,NC,,MATH.3
804564,,3.184,2010,10/FA,MA-125,N,B,MATH.3
866972,,3.971,0,,MA-050,NC,,MATH.4
866972,,3.971,0,,MA-101,NC,,MATH.4
866972,,3.971,0,,MA-109,NC,,MATH.4
866972,,3.971,0,,MA-115,NC,,MATH.4
866972,,3.971,2012,13/SP,MA-125,N,A,MATH.4
754553,,2.224,0,,MA-050,NC,,MATH.3
754553,,2.224,0,,MA-101,NC,,MATH.3
754553,,2.224,2010,11/SP,MA-109,N,C,MATH.3
754553,,2.224,2012,12/FA,MA-125,D,W,MATH.3
754553,,2.224,2013,13/FA,MA-125,N,F,MATH.3
754553,,2.224,2013,14/SP,MA-125,D,W,MATH.3
754553,,2.224,2013,14/SB,MA-125,N,C-,MATH.3
1234820,,3.252,0,,MA-050,NC,,MATH.4
1234820,,3.252,0,,MA-101,NC,,MATH.4
1234820,,3.252,0,,MA-109,NC,,MATH.4
1234820,,3.252,0,,MA-115,NC,,MATH.4
1234820,,3.252,2018,18/FA,MA-125,N,C+,MATH.4
885433,,2.018,0,,MA-050,NC,,MATH.4
885433,,2.018,0,,MA-101,NC,,MATH.4
885433,,2.018,0,,MA-109,NC,,MATH.4
885433,,2.018,0,,MA-115,NC,,MATH.4
885433,,2.018,2012,12/FA,MA-125,N,C-,MATH.4
1259778,CE,2.616,0,,MA-050,NC,,MATH.2
1259778,CE,2.616,2018,18/FA,MA-101,N,D,MATH.2
1259778,CE,2.616,2018,19/SP,MA-101,N,A-,MATH.2
1259778,CE,2.616,2019,19/FA,MA-109,N,B,MATH.2
1259778,CE,2.616,2019,20/SP,MA-125,N,F,MATH.2
1259778,CE,2.616,2020,20/FA,MA-125,N,C+,MATH.2
923747,,3.301,0,,MA-050,NC,,MATH.4
923747,,3.301,0,,MA-101,NC,,MATH.4
923747,,3.301,0,,MA-050,NC,,MATH.4
923747,,3.301,0,,MA-101,NC,,MATH.4
923747,,3.301,0,,MA-109,NC,,MATH.4
923747,,3.301,0,,MA-115,NC,,MATH.4
923747,,3.301,2014,14/FA,MA-125,N,B-,MATH.4
1103635,MA,3.279,0,,MA-050,NC,,MATH.4
,EDS,,,,,,,
1103635,MA,3.279,0,,MA-101,NC,,MATH.4
,EDS,,,,,,,
1103635,MA,3.279,0,,MA-109,NC,,MATH.4
,EDS,,,,,,,
1103635,MA,3.279,0,,MA-115,NC,,MATH.4
,EDS,,,,,,,
1103635,MA,3.279,2017,17/FA,MA-125,N,B-,MATH.4
,EDS,,,,,,,
1233575,MA,2.92,0,,MA-050,NC,,MATH.3
,EDE,,,,,,,
1233575,MA,2.92,0,,MA-101,NC,,MATH.3
,EDE,,,,,,,
1233575,MA,2.92,2018,18/FA,MA-125,N,C-,MATH.3
,EDE,,,,,,,
1233575,MA,2.92,2018,18/FA,MA-109,TR,T,MATH.3
,EDE,,,,,,,
1233575,MA,2.92,2018,19/SB,MA-125,N,A,MATH.3
,EDE,,,,,,,
1327250,MA,3.606,0,,MA-050,NC,,MATH.4
,HON,,,,,,,
1327250,MA,3.606,0,,MA-101,NC,,MATH.4
,HON,,,,,,,
1327250,MA,3.606,0,,MA-109,NC,,MATH.4
,HON,,,,,,,
1327250,MA,3.606,0,,MA-115,NC,,MATH.4
,HON,,,,,,,
1327250,MA,3.606,2021,21/FA,MA-125,N,A-,MATH.4
,HON,,,,,,,
881502,,2.737,0,,MA-050,NC,,MATH.3
881502,,2.737,0,,MA-101,NC,,MATH.3
881502,,2.737,2012,12/FA,MA-109,N,C+,MATH.3
881502,,2.737,2016,16/FA,MA-125,N,A-,MATH.3
952289,,3.257,0,,MA-050,NC,,MATH.4
952289,,3.257,0,,MA-101,NC,,MATH.4
952289,,3.257,0,,MA-109,NC,,MATH.4
952289,,3.257,0,,MA-115,NC,,MATH.4
952289,,3.257,2014,14/FA,MA-125,N,B,MATH.4
1226997,BUBFR,2.416,0,,MA-050,NC,,MATH.4
1226997,BUBFR,2.416,0,,MA-101,NC,,MATH.4
1226997,BUBFR,2.416,0,,MA-050,NC,,MATH.4
1226997,BUBFR,2.416,0,,MA-101,NC,,MATH.4
1226997,BUBFR,2.416,0,,MA-109,NC,,MATH.4
